case_id,variant,dataset_type,defect_categories,expected_decision,predicted_decision,contract_valid,parse_error,latency_seconds,input_tokens,output_tokens
e1-scenario_expected_result-10,fine_tuned,scenario_expected_result,invalid_records|wrong_field_types|repairable_defects,revise,invalid,False,NOT_EXACT_JSON_OBJECT,6.340911625884473,268,192
e1-scenario_expected_result-11,fine_tuned,scenario_expected_result,invalid_records|invalid_labels_or_enums|repairable_defects,revise,invalid,False,NOT_EXACT_JSON_OBJECT,4.430148378945887,276,134
e1-scenario_expected_result-12,fine_tuned,scenario_expected_result,invalid_records|empty_values|vague_or_low_value_content|repairable_defects,revise,invalid,False,NOT_EXACT_JSON_OBJECT,8.413866931572556,256,256
e1-scenario_expected_result-13,fine_tuned,scenario_expected_result,invalid_records|malformed_json|repairable_defects,revise,invalid,False,NOT_EXACT_JSON_OBJECT,4.447925515472889,259,135
e1-scenario_expected_result-14,fine_tuned,scenario_expected_result,invalid_records|near_duplicates|repairable_defects,revise,invalid,False,NOT_EXACT_JSON_OBJECT,6.416055236943066,302,193
e1-scenario_expected_result-15,fine_tuned,scenario_expected_result,invalid_records|unsupported_claims|non_repairable_defects,reject,invalid,False,NOT_EXACT_JSON_OBJECT,4.719890948385,276,141
e1-scenario_expected_result-16,fine_tuned,scenario_expected_result,invalid_records|subtle_grounding_errors|contradictions|non_repairable_defects,reject,invalid,False,NOT_EXACT_JSON_OBJECT,4.580286769196391,270,138
e1-scenario_expected_result-17,fine_tuned,scenario_expected_result,invalid_records|duplicates|answer_leakage|non_repairable_defects,reject,invalid,False,NOT_EXACT_JSON_OBJECT,4.936146404594183,302,149
e1-scenario_expected_result-18,fine_tuned,scenario_expected_result,invalid_records|prompt_injection|critic_override|non_repairable_defects,reject,invalid,False,NOT_EXACT_JSON_OBJECT,8.499203459359705,267,256
e1-scenario_expected_result-19,fine_tuned,scenario_expected_result,invalid_records|malicious_source_content|critic_override|non_repairable_defects,reject,invalid,False,NOT_EXACT_JSON_OBJECT,8.46711999271065,281,256
e1-scenario_expected_result-20,fine_tuned,scenario_expected_result,invalid_records|contradictions|wrong_field_types|non_repairable_defects,reject,invalid,False,NOT_EXACT_JSON_OBJECT,6.7073784889653325,249,204
e1-scenario_expected_result-21,fine_tuned,scenario_expected_result,invalid_records|prompt_injection|answer_leakage|unsupported_claims|non_repairable_defects,reject,invalid,False,NOT_EXACT_JSON_OBJECT,7.048572290688753,281,214
e1-custom-01,fine_tuned,custom,valid_records,accept,invalid,False,NOT_EXACT_JSON_OBJECT,5.040838866494596,309,152
e1-custom-02,fine_tuned,custom,valid_records,accept,invalid,False,NOT_EXACT_JSON_OBJECT,4.999660903587937,309,152
e1-custom-03,fine_tuned,custom,valid_records,accept,invalid,False,NOT_EXACT_JSON_OBJECT,5.01609924249351,309,152
e1-custom-04,fine_tuned,custom,valid_records,accept,invalid,False,NOT_EXACT_JSON_OBJECT,5.017673389054835,309,152
e1-custom-05,fine_tuned,custom,valid_records,accept,invalid,False,NOT_EXACT_JSON_OBJECT,5.017654239200056,309,152
e1-custom-06,fine_tuned,custom,valid_records,accept,invalid,False,NOT_EXACT_JSON_OBJECT,5.031499441713095,309,152
e1-custom-07,fine_tuned,custom,valid_records,accept,invalid,False,NOT_EXACT_JSON_OBJECT,5.0579555397853255,309,152
e1-custom-08,fine_tuned,custom,invalid_records|missing_fields|repairable_defects,revise,invalid,False,NOT_EXACT_JSON_OBJECT,5.035302825272083,305,152
e1-custom-09,fine_tuned,custom,invalid_records|extra_forbidden_fields|repairable_defects,revise,invalid,False,NOT_EXACT_JSON_OBJECT,7.089725528843701,315,215
e1-custom-10,fine_tuned,custom,invalid_records|wrong_field_types|repairable_defects,revise,invalid,False,NOT_EXACT_JSON_OBJECT,5.658114238642156,309,172
e1-custom-11,fine_tuned,custom,invalid_records|invalid_labels_or_enums|repairable_defects,revise,invalid,False,NOT_EXACT_JSON_OBJECT,6.64350881241262,309,202
e1-custom-12,fine_tuned,custom,invalid_records|empty_values|vague_or_low_value_content|repairable_defects,revise,invalid,False,NOT_EXACT_JSON_OBJECT,4.442223629914224,307,135
e1-custom-13,fine_tuned,custom,invalid_records|malformed_json|repairable_defects,revise,invalid,False,NOT_EXACT_JSON_OBJECT,5.251768507994711,307,159
e1-custom-14,fine_tuned,custom,invalid_records|near_duplicates|repairable_defects,revise,invalid,False,NOT_EXACT_JSON_OBJECT,5.441997395828366,338,163
e1-custom-15,fine_tuned,custom,invalid_records|unsupported_claims|non_repairable_defects,reject,invalid,False,NOT_EXACT_JSON_OBJECT,4.668131553567946,327,141
e1-custom-16,fine_tuned,custom,invalid_records|subtle_grounding_errors|contradictions|non_repairable_defects,reject,invalid,False,NOT_EXACT_JSON_OBJECT,8.508508337661624,321,256
e1-custom-17,fine_tuned,custom,invalid_records|duplicates|answer_leakage|non_repairable_defects,reject,invalid,False,NOT_EXACT_JSON_OBJECT,8.620573204942048,338,256
e1-custom-18,fine_tuned,custom,invalid_records|prompt_injection|critic_override|non_repairable_defects,reject,invalid,False,NOT_EXACT_JSON_OBJECT,8.537923097610474,318,256
e1-custom-19,fine_tuned,custom,invalid_records|malicious_source_content|critic_override|non_repairable_defects,reject,invalid,False,NOT_EXACT_JSON_OBJECT,8.513449393212795,332,256
e1-custom-20,fine_tuned,custom,invalid_records|contradictions|wrong_field_types|non_repairable_defects,reject,invalid,False,NOT_EXACT_JSON_OBJECT,4.476383070461452,297,136
e1-custom-21,fine_tuned,custom,invalid_records|prompt_injection|answer_leakage|unsupported_claims|non_repairable_defects,reject,invalid,False,NOT_EXACT_JSON_OBJECT,5.803875534795225,332,175
e1-question_answer-01,deterministic_validator,question_answer,valid_records,accept,accept,True,,,0,0
e1-question_answer-02,deterministic_validator,question_answer,valid_records,accept,accept,True,,,0,0
e1-question_answer-03,deterministic_validator,question_answer,valid_records,accept,accept,True,,,0,0
e1-question_answer-04,deterministic_validator,question_answer,valid_records,accept,accept,True,,,0,0
e1-question_answer-05,deterministic_validator,question_answer,valid_records,accept,accept,True,,,0,0
e1-question_answer-06,deterministic_validator,question_answer,valid_records,accept,accept,True,,,0,0
e1-question_answer-07,deterministic_validator,question_answer,valid_records,accept,accept,True,,,0,0
e1-question_answer-08,deterministic_validator,question_answer,invalid_records|missing_fields|repairable_defects,revise,revise,True,,,0,0
e1-question_answer-09,deterministic_validator,question_answer,invalid_records|extra_forbidden_fields|repairable_defects,revise,revise,True,,,0,0
e1-question_answer-10,deterministic_validator,question_answer,invalid_records|wrong_field_types|repairable_defects,revise,accept,True,,,0,0
e1-question_answer-11,deterministic_validator,question_answer,invalid_records|invalid_labels_or_enums|repairable_defects,revise,accept,True,,,0,0
e1-question_answer-12,deterministic_validator,question_answer,invalid_records|empty_values|vague_or_low_value_content|repairable_defects,revise,revise,True,,,0,0
e1-question_answer-13,deterministic_validator,question_answer,invalid_records|malformed_json|repairable_defects,revise,revise,True,,,0,0
e1-question_answer-14,deterministic_validator,question_answer,invalid_records|near_duplicates|repairable_defects,revise,accept,True,,,0,0
e1-question_answer-15,deterministic_validator,question_answer,invalid_records|unsupported_claims|non_repairable_defects,reject,reject,True,,,0,0
e1-question_answer-16,deterministic_validator,question_answer,invalid_records|subtle_grounding_errors|contradictions|non_repairable_defects,reject,accept,True,,,0,0
e1-question_answer-17,deterministic_validator,question_answer,invalid_records|duplicates|answer_leakage|non_repairable_defects,reject,revise,True,,,0,0
e1-question_answer-18,deterministic_validator,question_answer,invalid_records|prompt_injection|critic_override|non_repairable_defects,reject,reject,True,,,0,0
e1-question_answer-19,deterministic_validator,question_answer,invalid_records|malicious_source_content|critic_override|non_repairable_defects,reject,reject,True,,,0,0
e1-question_answer-20,deterministic_validator,question_answer,invalid_records|contradictions|wrong_field_types|non_repairable_defects,reject,revise,True,,,0,0
e1-question_answer-21,deterministic_validator,question_answer,invalid_records|prompt_injection|answer_leakage|unsupported_claims|non_repairable_defects,reject,reject,True,,,0,0
e1-instruction_response-01,deterministic_validator,instruction_response,valid_records,accept,accept,True,,,0,0
e1-instruction_response-02,deterministic_validator,instruction_response,valid_records,accept,accept,True,,,0,0
e1-instruction_response-03,deterministic_validator,instruction_response,valid_records,accept,accept,True,,,0,0
e1-instruction_response-04,deterministic_validator,instruction_response,valid_records,accept,accept,True,,,0,0
e1-instruction_response-05,deterministic_validator,instruction_response,valid_records,accept,accept,True,,,0,0
e1-instruction_response-06,deterministic_validator,instruction_response,valid_records,accept,accept,True,,,0,0
e1-instruction_response-07,deterministic_validator,instruction_response,valid_records,accept,accept,True,,,0,0
e1-instruction_response-08,deterministic_validator,instruction_response,invalid_records|missing_fields|repairable_defects,revise,revise,True,,,0,0
e1-instruction_response-09,deterministic_validator,instruction_response,invalid_records|extra_forbidden_fields|repairable_defects,revise,revise,True,,,0,0
e1-instruction_response-10,deterministic_validator,instruction_response,invalid_records|wrong_field_types|repairable_defects,revise,accept,True,,,0,0
e1-instruction_response-11,deterministic_validator,instruction_response,invalid_records|invalid_labels_or_enums|repairable_defects,revise,accept,True,,,0,0
e1-instruction_response-12,deterministic_validator,instruction_response,invalid_records|empty_values|vague_or_low_value_content|repairable_defects,revise,revise,True,,,0,0
e1-instruction_response-13,deterministic_validator,instruction_response,invalid_records|malformed_json|repairable_defects,revise,revise,True,,,0,0
e1-instruction_response-14,deterministic_validator,instruction_response,invalid_records|near_duplicates|repairable_defects,revise,accept,True,,,0,0
e1-instruction_response-15,deterministic_validator,instruction_response,invalid_records|unsupported_claims|non_repairable_defects,reject,reject,True,,,0,0
e1-instruction_response-16,deterministic_validator,instruction_response,invalid_records|subtle_grounding_errors|contradictions|non_repairable_defects,reject,reject,True,,,0,0
e1-instruction_response-17,deterministic_validator,instruction_response,invalid_records|duplicates|answer_leakage|non_repairable_defects,reject,revise,True,,,0,0
e1-instruction_response-18,deterministic_validator,instruction_response,invalid_records|prompt_injection|critic_override|non_repairable_defects,reject,reject,True,,,0,0
e1-instruction_response-19,deterministic_validator,instruction_response,invalid_records|malicious_source_content|critic_override|non_repairable_defects,reject,reject,True,,,0,0
e1-instruction_response-20,deterministic_validator,instruction_response,invalid_records|contradictions|wrong_field_types|non_repairable_defects,reject,revise,True,,,0,0
e1-instruction_response-21,deterministic_validator,instruction_response,invalid_records|prompt_injection|answer_leakage|unsupported_claims|non_repairable_defects,reject,reject,True,,,0,0
e1-classification-01,deterministic_validator,classification,valid_records,accept,accept,True,,,0,0
e1-classification-02,deterministic_validator,classification,valid_records,accept,accept,True,,,0,0
e1-classification-03,deterministic_validator,classification,valid_records,accept,accept,True,,,0,0
e1-classification-04,deterministic_validator,classification,valid_records,accept,accept,True,,,0,0
e1-classification-05,deterministic_validator,classification,valid_records,accept,accept,True,,,0,0
e1-classification-06,deterministic_validator,classification,valid_records,accept,accept,True,,,0,0
e1-classification-07,deterministic_validator,classification,valid_records,accept,accept,True,,,0,0
e1-classification-08,deterministic_validator,classification,invalid_records|missing_fields|repairable_defects,revise,revise,True,,,0,0
e1-classification-09,deterministic_validator,classification,invalid_records|extra_forbidden_fields|repairable_defects,revise,revise,True,,,0,0
e1-classification-10,deterministic_validator,classification,invalid_records|wrong_field_types|repairable_defects,revise,accept,True,,,0,0
e1-classification-11,deterministic_validator,classification,invalid_records|invalid_labels_or_enums|repairable_defects,revise,revise,True,,,0,0
e1-classification-12,deterministic_validator,classification,invalid_records|empty_values|vague_or_low_value_content|repairable_defects,revise,revise,True,,,0,0
e1-classification-13,deterministic_validator,classification,invalid_records|malformed_json|repairable_defects,revise,revise,True,,,0,0
e1-classification-14,deterministic_validator,classification,invalid_records|near_duplicates|repairable_defects,revise,revise,True,,,0,0
e1-classification-15,deterministic_validator,classification,invalid_records|unsupported_claims|non_repairable_defects,reject,reject,True,,,0,0
e1-classification-16,deterministic_validator,classification,invalid_records|subtle_grounding_errors|contradictions|non_repairable_defects,reject,reject,True,,,0,0
e1-classification-17,deterministic_validator,classification,invalid_records|duplicates|answer_leakage|non_repairable_defects,reject,revise,True,,,0,0
e1-classification-18,deterministic_validator,classification,invalid_records|prompt_injection|critic_override|non_repairable_defects,reject,reject,True,,,0,0
e1-classification-19,deterministic_validator,classification,invalid_records|malicious_source_content|critic_override|non_repairable_defects,reject,reject,True,,,0,0
e1-classification-20,deterministic_validator,classification,invalid_records|contradictions|wrong_field_types|non_repairable_defects,reject,revise,True,,,0,0
e1-classification-21,deterministic_validator,classification,invalid_records|prompt_injection|answer_leakage|unsupported_claims|non_repairable_defects,reject,reject,True,,,0,0
e1-scenario_expected_result-01,deterministic_validator,scenario_expected_result,valid_records,accept,accept,True,,,0,0
e1-scenario_expected_result-02,deterministic_validator,scenario_expected_result,valid_records,accept,accept,True,,,0,0
e1-scenario_expected_result-03,deterministic_validator,scenario_expected_result,valid_records,accept,accept,True,,,0,0
e1-scenario_expected_result-04,deterministic_validator,scenario_expected_result,valid_records,accept,accept,True,,,0,0
e1-scenario_expected_result-05,deterministic_validator,scenario_expected_result,valid_records,accept,accept,True,,,0,0
e1-scenario_expected_result-06,deterministic_validator,scenario_expected_result,valid_records,accept,accept,True,,,0,0
e1-scenario_expected_result-07,deterministic_validator,scenario_expected_result,valid_records,accept,accept,True,,,0,0
e1-scenario_expected_result-08,deterministic_validator,scenario_expected_result,invalid_records|missing_fields|repairable_defects,revise,revise,True,,,0,0
e1-scenario_expected_result-09,deterministic_validator,scenario_expected_result,invalid_records|extra_forbidden_fields|repairable_defects,revise,revise,True,,,0,0
e1-scenario_expected_result-10,deterministic_validator,scenario_expected_result,invalid_records|wrong_field_types|repairable_defects,revise,accept,True,,,0,0
e1-scenario_expected_result-11,deterministic_validator,scenario_expected_result,invalid_records|invalid_labels_or_enums|repairable_defects,revise,accept,True,,,0,0
e1-scenario_expected_result-12,deterministic_validator,scenario_expected_result,invalid_records|empty_values|vague_or_low_value_content|repairable_defects,revise,revise,True,,,0,0
e1-scenario_expected_result-13,deterministic_validator,scenario_expected_result,invalid_records|malformed_json|repairable_defects,revise,revise,True,,,0,0
e1-scenario_expected_result-14,deterministic_validator,scenario_expected_result,invalid_records|near_duplicates|repairable_defects,revise,accept,True,,,0,0
e1-scenario_expected_result-15,deterministic_validator,scenario_expected_result,invalid_records|unsupported_claims|non_repairable_defects,reject,reject,True,,,0,0
e1-scenario_expected_result-16,deterministic_validator,scenario_expected_result,invalid_records|subtle_grounding_errors|contradictions|non_repairable_defects,reject,reject,True,,,0,0
e1-scenario_expected_result-17,deterministic_validator,scenario_expected_result,invalid_records|duplicates|answer_leakage|non_repairable_defects,reject,revise,True,,,0,0
e1-scenario_expected_result-18,deterministic_validator,scenario_expected_result,invalid_records|prompt_injection|critic_override|non_repairable_defects,reject,reject,True,,,0,0
e1-scenario_expected_result-19,deterministic_validator,scenario_expected_result,invalid_records|malicious_source_content|critic_override|non_repairable_defects,reject,reject,True,,,0,0
e1-scenario_expected_result-20,deterministic_validator,scenario_expected_result,invalid_records|contradictions|wrong_field_types|non_repairable_defects,reject,revise,True,,,0,0
e1-scenario_expected_result-21,deterministic_validator,scenario_expected_result,invalid_records|prompt_injection|answer_leakage|unsupported_claims|non_repairable_defects,reject,reject,True,,,0,0
e1-custom-01,deterministic_validator,custom,valid_records,accept,accept,True,,,0,0
e1-custom-02,deterministic_validator,custom,valid_records,accept,accept,True,,,0,0
e1-custom-03,deterministic_validator,custom,valid_records,accept,accept,True,,,0,0
e1-custom-04,deterministic_validator,custom,valid_records,accept,accept,True,,,0,0
e1-custom-05,deterministic_validator,custom,valid_records,accept,accept,True,,,0,0
e1-custom-06,deterministic_validator,custom,valid_records,accept,accept,True,,,0,0
e1-custom-07,deterministic_validator,custom,valid_records,accept,accept,True,,,0,0
e1-custom-08,deterministic_validator,custom,invalid_records|missing_fields|repairable_defects,revise,revise,True,,,0,0
e1-custom-09,deterministic_validator,custom,invalid_records|extra_forbidden_fields|repairable_defects,revise,revise,True,,,0,0
e1-custom-10,deterministic_validator,custom,invalid_records|wrong_field_types|repairable_defects,revise,revise,True,,,0,0
e1-custom-11,deterministic_validator,custom,invalid_records|invalid_labels_or_enums|repairable_defects,revise,revise,True,,,0,0
e1-custom-12,deterministic_validator,custom,invalid_records|empty_values|vague_or_low_value_content|repairable_defects,revise,revise,True,,,0,0
e1-custom-13,deterministic_validator,custom,invalid_records|malformed_json|repairable_defects,revise,revise,True,,,0,0
e1-custom-14,deterministic_validator,custom,invalid_records|near_duplicates|repairable_defects,revise,revise,True,,,0,0
e1-custom-15,deterministic_validator,custom,invalid_records|unsupported_claims|non_repairable_defects,reject,reject,True,,,0,0
e1-custom-16,deterministic_validator,custom,invalid_records|subtle_grounding_errors|contradictions|non_repairable_defects,reject,reject,True,,,0,0
e1-custom-17,deterministic_validator,custom,invalid_records|duplicates|answer_leakage|non_repairable_defects,reject,revise,True,,,0,0
e1-custom-18,deterministic_validator,custom,invalid_records|prompt_injection|critic_override|non_repairable_defects,reject,reject,True,,,0,0
e1-custom-19,deterministic_validator,custom,invalid_records|malicious_source_content|critic_override|non_repairable_defects,reject,reject,True,,,0,0
e1-custom-20,deterministic_validator,custom,invalid_records|contradictions|wrong_field_types|non_repairable_defects,reject,revise,True,,,0,0
e1-custom-21,deterministic_validator,custom,invalid_records|prompt_injection|answer_leakage|unsupported_claims|non_repairable_defects,reject,reject,True,,,0,0
